fluid_key,fluid_label,fluid_type,charge_L,makeup_rate_pct_per_yr,density_kg_per_L,price_usd_per_L,gwp100,tfa_molar_yield,annual_loss_L,annual_loss_kg,replacement_cost_usd,co2e_tonnes_per_yr,tfa_kg_per_yr,constants_source
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,4.5,1.4,70,320,0.0,144.0,201.6,10080.0,64.512,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,5.0,1.4,70,320,0.0,160.0,224.0,11200.0,71.68,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,5.5,1.4,70,320,0.0,176.0,246.4,12320.0,78.848,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,6.0,1.4,70,320,0.0,192.0,268.8,13440.0,86.016,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,6.5,1.4,70,320,0.0,208.0,291.2,14560.0,93.184,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,7.0,1.4,70,320,0.0,224.0,313.6,15680.0,100.352,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,7.5,1.4,70,320,0.0,240.0,336.0,16800.0,107.52,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,8.0,1.4,70,320,0.0,256.0,358.4,17920.0,114.688,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,8.5,1.4,70,320,0.0,272.0,380.8,19040.0,121.856,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,9.0,1.4,70,320,0.0,288.0,403.2,20160.0,129.024,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,9.5,1.4,70,320,0.0,304.0,425.6,21280.0,136.192,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,10.0,1.4,70,320,0.0,320.0,448.0,22400.0,143.36,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,10.5,1.4,70,320,0.0,336.0,470.4,23520.0,150.528,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,11.0,1.4,70,320,0.0,352.0,492.8,24640.0,157.696,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,11.5,1.4,70,320,0.0,368.0,515.2,25760.0,164.864,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,12.0,1.4,70,320,0.0,384.0,537.6,26880.0,172.032,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,12.5,1.4,70,320,0.0,400.0,560.0,28000.0,179.2,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,13.0,1.4,70,320,0.0,416.0,582.4,29120.0,186.368,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,13.5,1.4,70,320,0.0,432.0,604.8,30240.0,193.536,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,14.0,1.4,70,320,0.0,448.0,627.2,31360.0,200.704,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,14.5,1.4,70,320,0.0,464.0,649.6,32480.0,207.872,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,15.0,1.4,70,320,0.0,480.0,672.0,33600.0,215.04,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,15.5,1.4,70,320,0.0,496.0,694.4,34720.0,222.208,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,16.0,1.4,70,320,0.0,512.0,716.8,35840.0,229.376,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,16.5,1.4,70,320,0.0,528.0,739.2,36960.0,236.544,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,17.0,1.4,70,320,0.0,544.0,761.6,38080.0,243.712,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,17.5,1.4,70,320,0.0,560.0,784.0,39200.0,250.88,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,18.0,1.4,70,320,0.0,576.0,806.4,40320.0,258.048,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,18.5,1.4,70,320,0.0,592.0,828.8,41440.0,265.216,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,19.0,1.4,70,320,0.0,608.0,851.2,42560.0,272.384,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,19.5,1.4,70,320,0.0,624.0,873.6,43680.0,279.552,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3200,20.0,1.4,70,320,0.0,640.0,896.0,44800.0,286.72,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,0.5,1.4,70,320,0.0,16.5,23.1,1155.0,7.392,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,1.0,1.4,70,320,0.0,33.0,46.2,2310.0,14.784,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,1.5,1.4,70,320,0.0,49.5,69.3,3465.0,22.176,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,2.0,1.4,70,320,0.0,66.0,92.4,4620.0,29.568,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,2.5,1.4,70,320,0.0,82.5,115.5,5775.0,36.96,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,3.0,1.4,70,320,0.0,99.0,138.6,6930.0,44.352,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,3.5,1.4,70,320,0.0,115.5,161.7,8085.0,51.744,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,4.0,1.4,70,320,0.0,132.0,184.8,9240.0,59.136,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,4.5,1.4,70,320,0.0,148.5,207.9,10395.0,66.528,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,5.0,1.4,70,320,0.0,165.0,231.0,11550.0,73.92,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,5.5,1.4,70,320,0.0,181.5,254.1,12705.0,81.312,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,6.0,1.4,70,320,0.0,198.0,277.2,13860.0,88.704,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,6.5,1.4,70,320,0.0,214.5,300.3,15015.0,96.096,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,7.0,1.4,70,320,0.0,231.0,323.4,16170.0,103.488,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,7.5,1.4,70,320,0.0,247.5,346.5,17325.0,110.88,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,8.0,1.4,70,320,0.0,264.0,369.6,18480.0,118.272,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,8.5,1.4,70,320,0.0,280.5,392.7,19635.0,125.664,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,9.0,1.4,70,320,0.0,297.0,415.8,20790.0,133.056,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,9.5,1.4,70,320,0.0,313.5,438.9,21945.0,140.448,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,10.0,1.4,70,320,0.0,330.0,462.0,23100.0,147.84,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,10.5,1.4,70,320,0.0,346.5,485.1,24255.0,155.232,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,11.0,1.4,70,320,0.0,363.0,508.2,25410.0,162.624,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,11.5,1.4,70,320,0.0,379.5,531.3,26565.0,170.016,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,12.0,1.4,70,320,0.0,396.0,554.4,27720.0,177.408,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,12.5,1.4,70,320,0.0,412.5,577.5,28875.0,184.8,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,13.0,1.4,70,320,0.0,429.0,600.6,30030.0,192.192,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,13.5,1.4,70,320,0.0,445.5,623.7,31185.0,199.584,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,14.0,1.4,70,320,0.0,462.0,646.8,32340.0,206.976,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,14.5,1.4,70,320,0.0,478.5,669.9,33495.0,214.368,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,15.0,1.4,70,320,0.0,495.0,693.0,34650.0,221.76,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,15.5,1.4,70,320,0.0,511.5,716.1,35805.0,229.152,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,16.0,1.4,70,320,0.0,528.0,739.2,36960.0,236.544,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,16.5,1.4,70,320,0.0,544.5,762.3,38115.0,243.936,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,17.0,1.4,70,320,0.0,561.0,785.4,39270.0,251.328,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,17.5,1.4,70,320,0.0,577.5,808.5,40425.0,258.72,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,18.0,1.4,70,320,0.0,594.0,831.6,41580.0,266.112,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,18.5,1.4,70,320,0.0,610.5,854.7,42735.0,273.504,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,19.0,1.4,70,320,0.0,627.0,877.8,43890.0,280.896,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,19.5,1.4,70,320,0.0,643.5,900.9,45045.0,288.288,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3300,20.0,1.4,70,320,0.0,660.0,924.0,46200.0,295.68,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,0.5,1.4,70,320,0.0,17.0,23.8,1190.0,7.616,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,1.0,1.4,70,320,0.0,34.0,47.6,2380.0,15.232,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,1.5,1.4,70,320,0.0,51.0,71.4,3570.0,22.848,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,2.0,1.4,70,320,0.0,68.0,95.2,4760.0,30.464,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,2.5,1.4,70,320,0.0,85.0,119.0,5950.0,38.08,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,3.0,1.4,70,320,0.0,102.0,142.8,7140.0,45.696,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,3.5,1.4,70,320,0.0,119.0,166.6,8330.0,53.312,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,4.0,1.4,70,320,0.0,136.0,190.4,9520.0,60.928,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,4.5,1.4,70,320,0.0,153.0,214.2,10710.0,68.544,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,5.0,1.4,70,320,0.0,170.0,238.0,11900.0,76.16,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,5.5,1.4,70,320,0.0,187.0,261.8,13090.0,83.776,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,6.0,1.4,70,320,0.0,204.0,285.6,14280.0,91.392,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,6.5,1.4,70,320,0.0,221.0,309.4,15470.0,99.008,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,7.0,1.4,70,320,0.0,238.0,333.2,16660.0,106.624,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,7.5,1.4,70,320,0.0,255.0,357.0,17850.0,114.24,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,8.0,1.4,70,320,0.0,272.0,380.8,19040.0,121.856,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,8.5,1.4,70,320,0.0,289.0,404.6,20230.0,129.472,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,9.0,1.4,70,320,0.0,306.0,428.4,21420.0,137.088,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,9.5,1.4,70,320,0.0,323.0,452.2,22610.0,144.704,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,10.0,1.4,70,320,0.0,340.0,476.0,23800.0,152.32,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,10.5,1.4,70,320,0.0,357.0,499.8,24990.0,159.936,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,11.0,1.4,70,320,0.0,374.0,523.6,26180.0,167.552,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,11.5,1.4,70,320,0.0,391.0,547.4,27370.0,175.168,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,12.0,1.4,70,320,0.0,408.0,571.2,28560.0,182.784,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,12.5,1.4,70,320,0.0,425.0,595.0,29750.0,190.4,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,13.0,1.4,70,320,0.0,442.0,618.8,30940.0,198.016,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,13.5,1.4,70,320,0.0,459.0,642.6,32130.0,205.632,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,14.0,1.4,70,320,0.0,476.0,666.4,33320.0,213.248,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,14.5,1.4,70,320,0.0,493.0,690.2,34510.0,220.864,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,15.0,1.4,70,320,0.0,510.0,714.0,35700.0,228.48,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,15.5,1.4,70,320,0.0,527.0,737.8,36890.0,236.096,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,16.0,1.4,70,320,0.0,544.0,761.6,38080.0,243.712,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,16.5,1.4,70,320,0.0,561.0,785.4,39270.0,251.328,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,17.0,1.4,70,320,0.0,578.0,809.2,40460.0,258.944,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,17.5,1.4,70,320,0.0,595.0,833.0,41650.0,266.56,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,18.0,1.4,70,320,0.0,612.0,856.8,42840.0,274.176,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,18.5,1.4,70,320,0.0,629.0,880.6,44030.0,281.792,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,19.0,1.4,70,320,0.0,646.0,904.4,45220.0,289.408,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,19.5,1.4,70,320,0.0,663.0,928.2,46410.0,297.024,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3400,20.0,1.4,70,320,0.0,680.0,952.0,47600.0,304.64,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,0.5,1.4,70,320,0.0,17.5,24.5,1225.0,7.84,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,1.0,1.4,70,320,0.0,35.0,49.0,2450.0,15.68,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,1.5,1.4,70,320,0.0,52.5,73.5,3675.0,23.52,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,2.0,1.4,70,320,0.0,70.0,98.0,4900.0,31.36,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,2.5,1.4,70,320,0.0,87.5,122.5,6125.0,39.2,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,3.0,1.4,70,320,0.0,105.0,147.0,7350.0,47.04,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,3.5,1.4,70,320,0.0,122.5,171.5,8575.0,54.88,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,4.0,1.4,70,320,0.0,140.0,196.0,9800.0,62.72,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,4.5,1.4,70,320,0.0,157.5,220.5,11025.0,70.56,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,5.0,1.4,70,320,0.0,175.0,245.0,12250.0,78.4,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,5.5,1.4,70,320,0.0,192.5,269.5,13475.0,86.24,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,6.0,1.4,70,320,0.0,210.0,294.0,14700.0,94.08,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,6.5,1.4,70,320,0.0,227.5,318.5,15925.0,101.92,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,7.0,1.4,70,320,0.0,245.0,343.0,17150.0,109.76,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,7.5,1.4,70,320,0.0,262.5,367.5,18375.0,117.6,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,8.0,1.4,70,320,0.0,280.0,392.0,19600.0,125.44,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,8.5,1.4,70,320,0.0,297.5,416.5,20825.0,133.28,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,9.0,1.4,70,320,0.0,315.0,441.0,22050.0,141.12,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,9.5,1.4,70,320,0.0,332.5,465.5,23275.0,148.96,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,10.0,1.4,70,320,0.0,350.0,490.0,24500.0,156.8,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,10.5,1.4,70,320,0.0,367.5,514.5,25725.0,164.64,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
novec-7000,3M Novec 7000 (HFE-7000),pfas,3500,11.0,1.4,70,320,0.0,385.0,539.0,26950.0,172.48,0.0,"representative; 3M HFE-7000 GWP 370-575, 320 used as low-end illustrative"
